Release group ID,Release calendar year_start,Release calendar year_end,Water year (WY),Decade,Hatchery name,Data Source,Data status,Total number released,Mean fish mass (g),Release date_start,Release date_end,Release calendar month_start,Release calendar month_end,Rel Water_reported,Release Site_reported,Release Life History Stage_reported,Release_water_AS,Release_site_AS,Release_lat_AS,Release_long_AS,Hatchery-to-release-site-distance_rkm,Release-site-to-ocean-distance_rkm,Source_AS,Notes_AS
1630,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1050,151.2,32889,32889,1,1,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1631,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1050,151.2,32889,32889,1,1,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1632,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,11100,151.2,32890,32890,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1634,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1050,151.2,32892,32892,1,1,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1635,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,9000,151.2,32895,32895,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1691,1990,1990,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1200,151.2,33234,33234,12,12,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1696,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1200,151.2,33242,33242,1,1,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1697,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1200,151.2,33242,33242,1,1,NA,RANCHO SECO LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1734,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1800,151.2,33367,33367,5,5,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1735,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1350,151.2,33372,33372,5,5,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1768,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1050,151.2,33603,33603,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1828,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,1350,151.2,33976,33976,1,1,NA,OAK GROVE LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1840,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,9000,151.2,34001,34001,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1850,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,7200,151.2,34011,34011,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1945,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35445,35445,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1947,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35446,35446,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1948,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35446,35446,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1951,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,2550,151.2,35451,35451,1,1,NA,B&W MARINA,NA,Mokelumne River,B&W Resort,38.12709,-121.58027,88.47,117.56,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1952,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35451,35451,1,1,NA,WOODBRIDGE DAM,NA,Mokelumne River,Woodbridge Dam,38.158,-121.2986,39.34,166.69,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1953,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35451,35451,1,1,NA,WOODBRIDGE DAM,NA,Mokelumne River,Woodbridge Dam,38.158,-121.2986,39.34,166.69,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1954,1997,1997,1997,5,MOK R FISH INS,CAHR PROJECT,draft,6000,151.2,35451,35451,1,1,NA,WOODBRIDGE DAM,NA,Mokelumne River,Woodbridge Dam,38.158,-121.2986,39.34,166.69,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1983,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,612,151.2,36517,36517,12,12,NA,FEATHER RIVER HATCHERY,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1990,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,5475,151.2,36525,36525,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1413,2017,2017,2017,7,FEATHER R HATCHERY,State DB,final,3000,151.1973333,42755,42755,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1416,2017,2017,2017,7,FEATHER R HATCHERY,State DB,final,6750,151.1973333,42755,42755,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1417,2017,2017,2017,7,FEATHER R HATCHERY,State DB,final,9285,151.1973333,42755,42755,1,1,Feather River,Live Oak Boat Ramp,Yearling,Feather River,Live Oak Boat Ramp,39.27294,-121.63171,39.31,272.42,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1472,1974,1974,1974,3,MOK R FISH INS,Annual Report,final,24999,151.1973333,NA,NA,1,1,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1476,1974,1974,1974,3,MOK R FISH INS,Annual Report,final,990,151.1973333,NA,NA,5,5,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1541,1986,1986,1986,4,MOK R FISH INS,Annual Report,final,3600,151.1973333,NA,NA,5,5,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1543,1986,1986,1986,4,MOK R FISH INS,Annual Report,final,3000,151.1973333,NA,NA,7,7,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2132,2007,2007,2007,6,MOK R FISH INS,State DB,final,4800,151.1973333,39134,39134,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2135,2007,2007,2007,6,MOK R FISH INS,State DB,final,10500,151.1973333,39134,39134,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2515,1983,1983,1983,4,NIMBUS FISH HATCHERY,Annual Report,final,45000,151.1973333,NA,NA,2,2,Mare Island,Maritime Academy,NA,San Pablo Bay,Maritime Academy,38.06752,-122.23166,170.25,42.1,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2517,1983,1983,1983,4,NIMBUS FISH HATCHERY,Annual Report,final,55365,151.1973333,NA,NA,3,3,Mare Island,Maritime Academy,NA,San Pablo Bay,Maritime Academy,38.06752,-122.23166,170.25,42.1,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2833,2009,2009,2009,7,NIMBUS FISH HATCHERY,State DB,final,8400,151.1973333,39847,39847,2,2,Sacramento River,Garcia Bend Boat Ramp,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2502,1981,1981,1981,4,NIMBUS FISH HATCHERY,Annual Report,final,51628,150.7,NA,NA,3,3,San Pablo Bay,Carquinez Strait,Yearling,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
616,1991,1991,1991,5,FEATHER R HATCHERY,Annual Report,final,345820,149.5,NA,NA,2,2,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
605,1989,1989,1989,5,FEATHER R HATCHERY,Annual Report,final,391967,149.3,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
610,1990,1990,1990,5,FEATHER R HATCHERY,Annual Report,final,273790,149.3,NA,NA,2,2,Feather River,Feather River,NA,Feather River,Verona,38.7852,-121.6195,107.64,204,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
526,1977,1977,1977,3,FEATHER R HATCHERY,Annual Report,final,25550,149,NA,NA,3,3,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
573,1984,1984,1984,4,FEATHER R HATCHERY,Annual Report,final,33425,149,NA,NA,3,3,Feather River,Boyd's Pump,NA,Feather River,Boyd's Pump,39.058038,-121.610567,71.9,239.84,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
575,1984,1984,1984,4,FEATHER R HATCHERY,Annual Report,final,251250,149,NA,NA,4,4,Feather River,Feather River Hatchery,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
578,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,37165,149,NA,NA,2,2,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
583,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,44660,149,NA,NA,4,4,Feather River,Yuba City,NA,Feather River,Yuba City,39.13004,-121.59977,62.52,249.11,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
584,1985,1985,1985,4,FEATHER R HATCHERY,Annual Report,final,186475,149,NA,NA,4,4,Feather River,Boyd's Pump,NA,Feather River,Boyd's Pump,39.058038,-121.610567,71.9,239.84,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
622,1994,1994,1994,5,FEATHER R HATCHERY,Annual Report,draft,70470,149,NA,NA,2,2,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
623,1994,1994,1994,5,FEATHER R HATCHERY,Annual Report,draft,137150,149,NA,NA,3,3,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2320,2016,2016,2016,7,MOK R FISH INS,State DB,final,734,146.3359477,42524,42524,6,6,Mokelumne River,Lodi Lake,Yearling,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1552,1987,1987,1987,4,MOK R FISH INS,Annual Report,final,5000,146.32,NA,NA,3,3,Lake Merced (North),NA,Yearling,Lake Merced,Lake Merced,37.719915,-122.493053,NA,NA,NEW,Landlocked
2312,2016,2016,2016,7,MOK R FISH INS,State DB,final,7750,146.32,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2313,2016,2016,2016,7,MOK R FISH INS,State DB,final,7750,146.32,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2317,2016,2016,2016,7,MOK R FISH INS,State DB,final,7750,146.32,42467,42467,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2318,2016,2016,2016,7,MOK R FISH INS,State DB,final,6200,146.32,42467,42467,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2619,2002,2002,2002,6,NIMBUS FISH HATCHERY,Annual Report,draft,1545,146.32,NA,NA,1,1,San Joaquin River,Tracy Fish Facility,Yearling,Tracy,Tracy Pumps Fish Facility,37.81719,-121.55563,151.12,136.54,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2620,2002,2002,2002,6,NIMBUS FISH HATCHERY,Annual Report,draft,190650,146.32,NA,NA,1,1,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2621,2002,2002,2002,6,NIMBUS FISH HATCHERY,Annual Report,draft,89510,146.32,NA,NA,2,2,Sacramento River,Garcia Bend,Yearling,Sacramento River,Garcia Bend,38.4769,-121.54297,54.02,156.97,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1573,1988,1988,1988,5,MOK R FISH INS,CAHR PROJECT,draft,7750,146.3,32181,32181,2,2,NA,BENICIA ,NA,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1574,1988,1988,1988,5,MOK R FISH INS,CAHR PROJECT,draft,7750,146.3,32182,32182,2,2,NA,BENICIA ,NA,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1619,1989,1989,1990,5,MOK R FISH INS,CAHR PROJECT,draft,2480,146.3,32863,32863,12,12,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1620,1989,1989,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1240,146.3,32869,32869,12,12,NA,OAK GROVE PARK LAKE,YEARLING,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1621,1989,1989,1990,5,MOK R FISH INS,CAHR PROJECT,draft,2480,146.3,32870,32870,12,12,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1625,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,10850,146.3,32881,32881,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1626,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,10850,146.3,32882,32882,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1627,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1240,146.3,32882,32882,1,1,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1642,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,12400,146.3,32903,32903,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1643,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,12400,146.3,32904,32904,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1644,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1085,146.3,32905,32905,2,2,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1645,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1085,146.3,32905,32905,2,2,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1718,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,10850,146.3,33270,33270,2,2,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1848,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,11160,146.3,34010,34010,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1932,1996,1996,1996,5,MOK R FISH INS,CAHR PROJECT,draft,7750,146.3,35087,35087,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1986,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,22165,146.3,36521,36521,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1987,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,15190,146.3,36522,36522,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1988,1999,1999,2000,6,MOK R FISH INS,CAHR PROJECT,draft,30070,146.3,36523,36523,12,12,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2140,2007,2007,2007,6,MOK R FISH INS,State DB,final,11412,143.088959,39135,39135,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2141,2007,2007,2007,6,MOK R FISH INS,State DB,final,6023,143.088959,39135,39135,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2142,2007,2007,2007,6,MOK R FISH INS,State DB,final,5389,143.088959,39135,39135,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2143,2007,2007,2007,6,MOK R FISH INS,State DB,final,429,143.0559385,39136,39136,2,2,Mokelumne River,New Hope,Yearling,Mokelumne River,New Hope Landing,38.22846,-121.49129,70.6,135.43,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2316,2016,2016,2016,7,MOK R FISH INS,State DB,final,7678,141.7489769,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
1542,1986,1986,1986,4,MOK R FISH INS,Annual Report,final,3240,141.7475,NA,NA,6,6,Mokelumne River,NA,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2311,2016,2016,2016,7,MOK R FISH INS,State DB,final,8000,141.7475,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2314,2016,2016,2016,7,MOK R FISH INS,State DB,final,8000,141.7475,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2315,2016,2016,2016,7,MOK R FISH INS,State DB,final,8000,141.7475,42466,42466,4,4,Mokelumne River,Feist Ranch,Yearling,Mokelumne River,Feist Ranch,38.20974,-121.3757,NA,NA,THIS_DB,HAD TO ADD NEGATIVE SIGN TO LONG!
2376,1970,1970,1970,3,NIMBUS FISH HATCHERY,Annual Report,final,9280,141.7475,NA,NA,7,7,American River,Sailor Bar to Watt Avenue,NA,American River,Sailor Bar,38.635522,-121.24689,NA,NA,NEW,New (looked up)
2518,1983,1983,1983,4,NIMBUS FISH HATCHERY,Annual Report,final,126660,141.7475,NA,NA,3,3,Sacramento River,Rio Vista,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2527,1984,1984,1985,4,NIMBUS FISH HATCHERY,Annual Report,final,102105,141.7475,NA,NA,12,12,Sacramento River,Rio Vista,Yearling,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2530,1985,1985,1985,4,NIMBUS FISH HATCHERY,Annual Report,final,71270,141.7475,NA,NA,3,3,Sacramento River,Rio Vista,Yearling,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2539,1987,1987,1987,4,NIMBUS FISH HATCHERY,Annual Report,final,147080,141.7475,NA,NA,2,2,San Pablo Bay,Benicia,Yearling,Carquinez Strait,Benicia Boat Ramp,38.05727,-122.17503,165.5,46.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2938,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40585,40585,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2940,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40585,40585,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2950,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40591,40591,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2951,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40591,40591,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2956,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40592,40592,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2957,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,5440,141.7475,40592,40592,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2958,2011,2011,2011,7,NIMBUS FISH HATCHERY,State DB,final,7360,141.7475,40596,40596,2,2,American River Lower,Howe Avenue Boat Ramp,Yearling,American River,Howe Avenue,38.560237,-121.40963,24.13,186.86,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
3170,2017,2017,2017,7,NIMBUS FISH HATCHERY,State DB,final,2560,141.7475,42950,42950,8,8,"Feather River, East Branch North Fork",NA,Yearling,Feather River,"Feather River, East Branch North Fork",40.013969,-121.22582,NA,NA,NEW,NA
1628,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,11200,141.7,32884,32884,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1629,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1280,141.7,32884,32884,1,1,NA,RANCHO SECO PARK LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1637,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,10560,141.7,32897,32897,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1640,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1120,141.7,32899,32899,1,1,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1641,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,7040,141.7,32902,32902,1,1,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1715,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,9600,141.7,33269,33269,1,1,NA,RIO VISTA,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1766,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1120,141.7,33595,33595,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1767,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1120,141.7,33599,33599,12,12,NA,RANCHO SECO LAKE,NA,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1825,1992,1992,1993,5,MOK R FISH INS,CAHR PROJECT,draft,1280,141.7,33967,33967,12,12,NA,OAK GROVE PARK LAKE,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1887,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,11280,141.7,34367,34367,2,2,NA,THORNTON (NEW HOPE),NA,Mokelumne River,Thornton,38.22645,-121.41077,58.07,147.96,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
